Message,Hatespeech,Sentiment
ไปรษณีย์ประเทศนี้แม่งเป็นอะไร ยังไม่ทันจะมาส่งของแต่เสือกขึ้นนำจ่ายใหม่ นี่รอบที่สองแล้วนะ เวง,nonhatespeech,Unknown
ทักมาหาหอกอะไร พอกูตอบเสือกอ่านไม่ตอบ อีสัส.,hatespeech,Unknown
เหนื่อยมั้ย ที่ต้องมาเสือกเรื่องคนอื่นอยู่ตลอดเวลาอ่ะ.,hatespeech,Unknown
ประโยคที่บอกว่าหน้าเหี้ยแต่ได้แฟนหล่อ นี่โคตรบุลลี่ ทำไมวะ เป็นห่าอะไรต้องไปเสือกเรื่องหน้าตาชาวบ้านเขา,hatespeech,Unknown
เพราะจริงแล้ว คือ มันทำให้มึงดูเป็นคนโง่ Eq ต่ำ ทำงานร่วมกับคนอื่นไม่ได้มากกว่า,hatespeech,Unknown
"โง่จังนะคะ แค่รูปอีดิทก็ยังดูไม่ออก
รูปตัดต่อมันแม่งก็ไม้ได้เนียนเหี้ยไรเลย",hatespeech,Unknown
โอ๊ย อีโง่ อีเด็กขี้เสือกกกก มรุงสงสัยอะไร,hatespeech,Unknown
คนไทยเป็นพวกชอบเเสดงความคิดเห็น เเต่เป็นความคิดในเเบบที่ทำให้ตัวเองดูโง่ เกรียนเพื่อความสะใจของตัวเอง คิดว่าเท่เเต่มันดูเป็นคนโง่นะ,hatespeech,Unknown
"เด็กนักเรียน ม.4/4  เคยกล่าว ""ไม่มีความเลวร้ายใด ที่จะยิ่งไปกว่าการที่บริหารโง่ แล้วยังจะขยันโง่",nonhatespeech,Unknown
ไม่เคยคิดว่าจะน้องตัวเองจะโง่ขนาดนี้  โง่จนกุอยากกลั้นใจตายแทนมันให้รู้แล้วรู้รอด...โง่กว่าวัวกว่าควายอีก,hatespeech,Unknown
"คนโง่ กับ คนตอแหล 
มันตามกันไม่ทันหรอกนะ",nonhatespeech,Unknown
เดียวนี้สมัครงานดูภาษาค่า ซึ่งนี่โง่มาก......สมัครทีลำบากโครตๆ 5555555555555555,nonhatespeech,Unknown
ก่อนจะโง่ทิ้งของมีค่า คิดก่อน คิดดีดี ดึงสติ ร้องตามทีหลัง มึงหมาไง,nonhatespeech,Unknown
"คนที่ด่าว่าเราโง่
ความจริง เค้าอาจจะโง่ กว่าเราก็ได้",nonhatespeech,Unknown
#MyMateNate ดราม่าเก่าผ่านสักพักดราม่าใหม่มา เอออออออออ ติ่งบางคนนี่โง่แล้วยังจะโชว์โง่อีก,hatespeech,Unknown
คนไทยเป็นคนขี้เสือก #มือลั่น #เจนี่,hatespeech,Unknown
ฮา พ่อแม่มึงหรอ ต้องเป็นคนแบบไหนเรียกผญ.ว่าอีโง่ อีกะหรี่ได้แบบสนุกปาก,hatespeech,Unknown
ผช มันไม่รู้หรอกว่า ผญ อ่อยอะ แม่งตอแหลเหงามากหรอ อีสัสนี่ทำกูรมขึ้น แฟนกูก็ดูไม่ออก ที่เรื่องนี้อะเสือกโง่ มันน่าหงุดหงิดมั้ยอะ !!,hatespeech,Unknown
เวลาทวิตอะไรไม่หาข้อมูลดีๆ ก่อน มันก็จะดูโง่ๆ หน่อย,nonhatespeech,Unknown
ด่าศาลกันสนุกปากเลยนะมึง คดีนี้น่าจะด่าทีมกฎหมายมากกว่านะ แต่จุดมุ่งหมายก็จะให้ด่าศาลอยู่แล้วหละ ถึงดื้ออุทธรณ์ถึงฎีกา ปั่นหัวพวกโง่ง่ายๆ,hatespeech,Unknown
พอเรียนมาทั้งวันก็จะขี้เกียจทำทุกอย่าง อยากนอนโง่,nonhatespeech,Unknown
มนุษย์เป็นสิ่งมีชีวิตที่โง่เขลา twitter.com/worldnews_atv3…,nonhatespeech,Unknown
ก็รู้นี่ว่าตัวเอง 'อคติ' แต่ก็ยังพ่นคำโง่ๆ ออกมาให้คนอื่นเขารู้ถึงวุฒิภาวะ ที่'ต่ำ'เตี้ยเรี่ยดินออกมาประจานตัวเองอ่ะคนเรา,hatespeech,Unknown
ขอเรียกร้องให้รัฐบาลหรือหน่วยงานที่เกี่ยวข้องดำเนินการจัดการควบคุมประชากรสลิ่มโดยด่วน เพราะความโง่ของคนเหล่านี้สามารถทำร้าย ปท.ได้ตลอดเวลา,hatespeech,Unknown
